experiment_id,sample_id,feature_index,reference_attribution,fused_attribution,eligible_for_mandatory_sign,sign_agreement,near_zero_diagnostic
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,64,-0.030789765622351,-0.0307897627,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,65,0.1129723123868989,0.112972312,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,66,0.003745151071681,0.00374514726,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,67,0.1319219906037115,0.131921977,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,68,0.1397266607061852,0.139726669,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,69,0.1143174868201771,0.114317492,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,70,0.0754235040929297,0.0754235014,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,71,0.0799591752758292,0.0799591765,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,72,0.1369880422358123,0.136988029,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,73,0.0564769467267744,0.0564769544,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,74,-7.766087400366471e-05,-7.76740708e-05,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,75,0.0795904183866081,0.0795904174,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,76,0.0715196670457565,0.0715196654,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,77,0.0708200454854588,0.0708200485,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,78,-0.0070692059808498,-0.00706920633,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,79,-0.000969616345585,-0.000969616347,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,80,0.0813416129678502,0.0813416168,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,81,0.3901861824842041,0.390186191,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,82,0.2026845047914253,0.202684507,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,83,0.1560173612530892,0.156017363,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,84,0.0180293729759133,0.0180293713,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,85,-0.0204158086375112,-0.020415809,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,86,-0.0062467823262932,-0.00624678284,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,87,0.012408782837575,0.0124087837,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,88,0.1705018172447739,0.170501813,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,89,0.4661766140413095,0.466176629,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,90,0.1668481066323855,0.166848108,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,91,0.2056959099179382,0.205695897,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,92,0.0559599839554297,0.0559599809,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,93,0.0120516714870275,0.0120516708,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,94,0.0223805630251415,0.0223805644,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,95,0.0175136383226995,0.0175136384,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,96,-0.0457782801092419,-0.045778282,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,97,-0.1458110208627952,-0.145811021,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,98,-0.2879608523990269,-0.287960857,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,99,-0.0611008713183548,-0.0611008853,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,100,-0.1071153400262437,-0.107115358,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,101,-0.1360707739942405,-0.136070743,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,102,-0.0589850969957316,-0.0589850917,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,103,-0.0600037290057437,-0.0600037314,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,104,0.1048040030817822,0.104804017,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,105,-0.2672331294857406,-0.267233133,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,106,-0.4042296294986268,-0.404229611,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,107,-0.1380339009601551,-0.138033926,True,True,False
