experiment_id,sample_id,sensor_id,reference_contribution,fused_contribution,absolute_error,evidence_type,reference_rank,fused_rank,rank_agreement
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:135,14,-2.3759874113656947,-2.375987455,4.3634305502138204e-08,DERIVED_SENSOR_GROUP_VIEW,1.0,1.0,True
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:135,15,-0.2359635545323061,-0.2359635511,3.4323061059993165e-09,DERIVED_SENSOR_GROUP_VIEW,16.0,16.0,True
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:135,16,-0.5166412101621013,-0.51664119909,1.1072101346876195e-08,DERIVED_SENSOR_GROUP_VIEW,13.0,13.0,True
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:149,1,0.31981305479793065,0.31981303719,1.7607930669072402e-08,DERIVED_SENSOR_GROUP_VIEW,14.0,14.0,True
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:149,2,0.8511357254424642,0.8511357446000001,1.9157535890990118e-08,DERIVED_SENSOR_GROUP_VIEW,9.0,9.0,True
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:149,3,0.5972525790602553,0.5972525977900001,1.8729744755141553e-08,DERIVED_SENSOR_GROUP_VIEW,12.0,12.0,True
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:149,4,1.330347618871968,1.3303476145,4.371968120864267e-09,DERIVED_SENSOR_GROUP_VIEW,4.0,4.0,True
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:149,5,-0.24530321820302892,-0.2453031925,2.570302892745957e-08,DERIVED_SENSOR_GROUP_VIEW,15.0,15.0,True
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:149,6,-0.9703789632755675,-0.9703789463,1.6975567507238054e-08,DERIVED_SENSOR_GROUP_VIEW,7.0,7.0,True
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:149,7,-1.09475720859955,-1.0947572524,4.380044993368415e-08,DERIVED_SENSOR_GROUP_VIEW,5.0,5.0,True
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:149,8,-0.7799476355795316,-0.77994764164,6.060468349389225e-09,DERIVED_SENSOR_GROUP_VIEW,10.0,10.0,True
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:149,9,1.4475471401438247,1.447547132,8.143824725692639e-09,DERIVED_SENSOR_GROUP_VIEW,3.0,3.0,True
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:149,10,0.7654377990259772,0.76543781168,1.2654022829572398e-08,DERIVED_SENSOR_GROUP_VIEW,11.0,11.0,True
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:149,11,0.9738524187470607,0.9738524317899999,1.3042939173146806e-08,DERIVED_SENSOR_GROUP_VIEW,6.0,6.0,True
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:149,12,0.9261021296925604,0.9261021534,2.370743956703336e-08,DERIVED_SENSOR_GROUP_VIEW,8.0,8.0,True
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:149,13,-1.59457937732773,-1.5945793689999999,8.327730061097327e-09,DERIVED_SENSOR_GROUP_VIEW,2.0,2.0,True
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:149,14,-2.4319689202268124,-2.431969002,8.177318777669029e-08,DERIVED_SENSOR_GROUP_VIEW,1.0,1.0,True
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:149,15,-0.2254265589974063,-0.22542655260000005,6.397406243641157e-09,DERIVED_SENSOR_GROUP_VIEW,16.0,16.0,True
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:149,16,-0.5015097074542054,-0.5015097015900001,5.864205343542039e-09,DERIVED_SENSOR_GROUP_VIEW,13.0,13.0,True
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:165,1,0.3182167433081508,0.31821673986,3.448150820428708e-09,DERIVED_SENSOR_GROUP_VIEW,14.0,14.0,True
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:165,2,0.847939543311914,0.8479395719999999,2.8688085906836136e-08,DERIVED_SENSOR_GROUP_VIEW,10.0,10.0,True
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:165,3,0.6659560912577938,0.6659560922100001,9.522063137978876e-10,DERIVED_SENSOR_GROUP_VIEW,12.0,12.0,True
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:165,4,1.4805647519135823,1.480564767,1.5086417670673313e-08,DERIVED_SENSOR_GROUP_VIEW,3.0,3.0,True
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:165,5,-0.2523222747538325,-0.2523222058999999,6.885383263544043e-08,DERIVED_SENSOR_GROUP_VIEW,16.0,16.0,True
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:165,6,-1.1160193843282897,-1.1160193733,1.102828983690074e-08,DERIVED_SENSOR_GROUP_VIEW,6.0,6.0,True
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:165,7,-1.2404560050361804,-1.2404560405,3.546381965868761e-08,DERIVED_SENSOR_GROUP_VIEW,5.0,5.0,True
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:165,8,-0.9018661147028003,-0.90186613499,2.028719969793258e-08,DERIVED_SENSOR_GROUP_VIEW,9.0,9.0,True
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:165,9,1.439103839180026,1.439103858,1.881997402364277e-08,DERIVED_SENSOR_GROUP_VIEW,4.0,4.0,True
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:165,10,0.7640370279788287,0.7640370273999999,5.788287626984356e-10,DERIVED_SENSOR_GROUP_VIEW,11.0,11.0,True
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:165,11,1.0744710433412967,1.07447107761,3.426870320843989e-08,DERIVED_SENSOR_GROUP_VIEW,7.0,7.0,True
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:165,12,1.0372735650634364,1.0372735496,1.5463436309204326e-08,DERIVED_SENSOR_GROUP_VIEW,8.0,8.0,True
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:165,13,-1.8932428768523972,-1.8932428359,4.095239725110389e-08,DERIVED_SENSOR_GROUP_VIEW,2.0,2.0,True
